text,label
customer service block,9
Where can I find Maintenance Coordinator Office,21
How should I be accounting department,5
Mfite inama muri Sales bureau,17
Je dois rencontrer Plant Director Office,16
How should I be board room,6
Pouvez-vous m'indiquer Stock Office ?,22
Comment au aller supervisor office ?,25
Je industry cherche area,11
Can you direct me to maintenance supervisor office?,25
How should I be Bathroom,8
Ndashaka kubona main corridor,1
Where can I find lounge,2
How should I be toilet,8
Ni hehe support habarirwa offices block?,10
Where can I find block b,10
Where can I find Main Corridor,1
How should I be waiting area,2
I want to go to the Stock Office,22
Where can I find finance office,5
Please take me to Industry Area svp,11
Where can I find block b,10
Mushobora kunyereka meeting room 3? ngwino,6
How should I be maintenance coordinator office,21
How should I be md office,15
Where can I find stock area,12
Nshaka gusura hr bureau,4
Je aller voudrais au Waiting Area,2
Where can I find board room,6
Je suis ici pour voir canteen,13
How should I be stock warehouse area,12
How should I be maintenance coordinator office,21
Nereke inzira kuri yerekeza Storage Room B,7
Where can I find server room,7
Where can I find Waiting Area,2
Emmenez-moi au stock warehouse area svp,12
I am looking for toilet,8
How should I be lounge,2
Reception s'il vous plaît,0
I need to find Storage Room B,7
Where can I find toilet,14
How should I be Chief of Maintenance Office,20
How should I be Toilets,14
Comment aller au medical room ?,23
Where can I find First Aid Office,23
How should I be warehouse,12
How should I be general office,24
How should I be inventory office,22
Help me reach storage room b,7
Where can I find maintenance coordination,21
How should I be Storage Room B,7
Ni hehe habarirwa general bureau ngwino,24
Please take me to Stock / Warehouse Area,12
Emmenez-moi au Admin Corridor murakoze,3
How should I be manager office,18
Where can I find stock office,22
Where can I find Toilets,14
Where can I find Finance Office 201,5
Where can I find Bathroom,8
How should I be clinic,23
How should I be main corridor,1
How should I be board room,6
Where can I find block b,10
Ndashaka guhura n'umuyobozi wa Maintenance Coordinator ibiro please,21
Can you direct me to Plant Manager Office?,18
Where can I find Bathroom,8
Where can I find human resource office,4
Can you direct me to plant office? umuyobozi,18
Where can I find general office,24
Where can I find manager office,18
Mushobora kunyereka maintenance chief bureau,20
Je suis ici pour voir industry area,11
How should I be corridor a,1
Ndashaka kujya kuri storage room b,7
How should I be first aid office,23
Montrez-moi le chemin vers first aid office,23
Where can I find cafeteria,13
Where can I find cafeteria,13
How should I be Meeting Room 3,6
Where can I find managing director office,15
How should I be manager office,18
Where can I find managing director office,15
Where can I find managing director office,15
Where can I find toilet,14
Montrez-moi le chemin vers bathroom,8
How should I be Industry Area,11
Where can I find industrial operations,11
I want to go to the maintenance chief office,20
Emmenez-moi au medical room,23
Je voudrais aller au restroom,14
How should I be clinic,23
Je voudrais aller au General Offices svp,24
I have a meeting at managing ibiro director,15
Where can I find Plant Manager Office,18
Where can I find First Aid Office,23
Where can I find secretary to the plant manager,19
Where can I find supervisor office,25
How should I be admin corridor,3
Ndashaka kujya kuri Chief Maintenance of office,20
How should I be restroom,8
Where can I find operational block,10
I need to find corridor b,3
How should I be commercial office,17
Where can I find general office,24
Where can I find admin corridor,3
Emmenez-moi au general offices,24
Where can I find restricted zone,7
Where can I find Maintenance Coordinator Office,21
Please take me Storage to Room B,7
How should I be Sales Office,17
How should I be Restaurant,13
How should I be Plant Manager Office,18
How should I be hr manager,4
Je voudrais aller au Bathroom,8
How should I be industry area,11
Ndashaka kujya kuri admin corridor,3
Help me reach accounting unit,5
How should I be Toilets,14
Mushobora kunyereka warehouse?,12
How should I be Plant Manager Office,18
le Montrez-moi chemin vers manager bureau,18
I have a session at Toilets,14
Where can I find finance manager,5
Je cherche sales ibiro,17
How should I be restricted zone,7
Can you direct me to Finance Office 201?,5
How should I be director plant office,16
How should I be restaurant,13
chief of maintenance bureau,20
Où se trouve industrial operations ?,11
Industry Area s'il vous plaît,11
Nshaka Admin gusura Corridor,3
I need directions to support offices block,10
Ni hehe habarirwa office Stock,22
Where can I find Block A,9
Where can I find administrative block,9
How should I be Secretary to the Plant Manager,19
Je suis ici pour voir Block B,10
Ndashaka guhura n'umuyobozi wa toilets,14
How should I be plant manager secretary,19
Please take me to manager office,18
Where can I find Admin Corridor,3
J'ai rendez-vous au corridor b please,3
Where can I find Bathroom,8
How should I be md office,15
I am looking for Stock / Warehouse Area,12
Je suis ici pour voir sales office please,17
kuri Njyanye corridor b ngwino,3
me Show the way to admin corridor,3
Managing Director office,15
Pouvez-vous m'indiquer maintenance coordinator office ?,21
Please take me to technical supervision,11
How should I be maintenance chief office,20
Where can I find clinic,23
How should I be corridor b,3
I need to find maintenance chief ibiro,20
How should I be Toilets,14
I have a meeting at corridor a svp,1
How do I get to bureau finance?,5
I need to find maintenance chief office,20
How should I be First Aid Office,23
Where can I find Managing Director Office,15
Where can I find medical room,23
Where can I find ressources humaines,4
How should I be restroom,14
How should I be waiting area,2
How should I be hr manager,4
How should I be corridor b,3
How should I be corridor a,1
How should I be Maintenance Coordinator Office,21
Please take me to plant manager office,18
Emmenez-moi au HR Office 104,4
Nereke inzira yerekeza kuri Chief of Maintenance Office,20
I have a at meeting bathroom,14
How should I be manager office,18
Nshaka gusura maintenance supervisor bureau please,25
Show the me way to meeting Room 3,6
Where can I find administrative block,9
Please take me to secretary to the plant manager,19
Please take me to Plant Manager Office,18
How should I be plant director office,16
How should I be md office,15
Where can I find toilet,8
How should I be Meeting Room 3,6
Where can I find First Aid Office,23
kunyereka Mushobora industrial operations?,11
Pouvez-vous m'indiquer toilet ?,8
Nshaka gusura / Stock Warehouse Area,12
Ni hehe habarirwa accounting department?,5
toilet vous s'il plaît,8
Where can I find bathroom,8
Admin Corridor please,3
Where can I find Maintenance Supervisor Office,25
How should I be stock area,12
Where can I find plant manager office,18
Where can I find Stock Office,22
Pouvez-vous m'indiquer ibiro by imari ?,5
I am looking for maintenance chief office,20
Where can I find md office,15
Plant Manager bureau,18
Mushobora kunyereka board room,6
How should I be Restaurant,13
Where can I find maintenance chief office,20
I need directions to Maintenance Coordinator bureau,21
Ni hehe habarirwa stock warehouse area?,12
Where can I find Plant Director Office,16
Ndashaka kujya kuri stock office,22
Where can I find Maintenance Coordinator Office,21
I have a meeting at maintenance chief office,20
How should I be Storage Room B,7
block a please,9
Ni hehe habarirwa Sales Office?,17
How should I be Storage Room B,7
Je dois rencontrer corridor a,1
How should I be meeting room 3,6
I a have meeting at bathroom svp,8
Nereke inzira yerekeza kuri md office,15
Where can I find server room,7
Where can I find clinic,23
Where can I find Block A,9
How should I be Plant Manager Office,18
Where can I find Toilets,14
Can you direct me to HR bureau 104?,4
Ndashaka guhura n'umuyobozi wa manager office,18
How should I be general office,24
Help me reach ibiro by imari,5
How should I be inventory office,22
How should I be Toilets,14
Montrez-moi le chemin vers bathroom,14
How should I be ressources humaines,4
I am here to visit md office,15
Show me the way to plant manager office,18
Where can I find stock office,22
How should I be hr manager,4
How should I be storage room b,7
Ndashaka kuri kujya block b ngwino,10
How should I be general offices,24
Emmenez-moi au first aid bureau,23
Where can I find Meeting Room 3,6
Nereke inzira yerekeza kuri Sales office,17
finance office,5
Where can I find bathroom,14
Where can I find Secretary to the Plant Manager,19
I have a session at Admin Corridor please,3
Pouvez-vous m'indiquer finance office ?,5
I need directions to sales office,17
How should I be front desk,0
Comment aller au ? Bathroom,8
me Show the way to restroom,8
maintenance coordinator office iri he? murakoze,21
How should I be ressources humaines,4
Where can I find managing director office,15
Where can I find Reception,0
How should I be support offices block,10
Where can I find Block B,10
Emmenez-moi au first aid office,23
Where can I find human resource office,4
How should I be Managing Director Office,15
Where can I find Reception,0
Ndashaka guhura n'umuyobozi wa accounting ishami please,5
How should I be Main Corridor,1
Where can I find plant director office,16
Njyanye kuri maintenance coordination,21
How should I be restroom,8
How should I be managing director office,15
Where can I find cafeteria,13
Where can I find Plant Director Office,16
